brand,country,industry,website,products,description,mission,overall_score,environment_score,environment_products,environment_practices,environment_outputs,environment_inputs,certification
global works,United States,other education,www.globalworkstravel.com,travel with purpose,"global works  provides international travel programs for student groups focusing on cultural exchange, community development, public health, sustainable business, marine biology, global climate change, leadership, and/or adventure travel.","global works strives to provide students with rewarding community service and adventure travel programs, which foster personal growth and promote social and cultural awareness for them and the communities they serve.",82.8,4.7,unknown,4.2,1.1,0.8,b-corp
globalance bank,Switzerland,other financial services,www.globalance-bank.com,wealth management; private bank,"globalance bank is an owner-run swiss private bank and represents a paradigm change in banking.

it advises private clients, families and foundations on how they can invest their assets for the long run.","artciles of incorporation - art. 2: the company creates positive value for clients, shareholders, society, the environment and the economy. the business is based on the principles of fairness, transparency and long-term decision-making.",109.3,7.1,unknown,6.2,0.7,2.4,b-corp
globescan incorporated,Canada,other personal services,www.globescan.com,research and advisory services,"globescan is a world leader in identifying, understanding and engaging stakeholders in ways that provide strategic value for our clients.",building trust to create a better world,80.4,7.3,unknown,6.4,1.2,1.6,b-corp
glorybee,United States,food products,www.GloryBee.com,"ingredients, natural products, and beekeeping supplies.","glorybee is a family owned company in eugene oregon. we supply honey, sweeteners, spices, dried fruits, nuts, oils, and other quality ingredients to natural food manufacturers, bakeries and markets and other stores for over 25 years.",glorybee is built upon a foundation consisting of a belief in god and educating people about healthy living. we strive to have the highest possible ethical and moral standards for ourselves and towards our customers.,88.3,31.9,7.4,24.5,6.0,9.7,b-corp
gmf latinoamericana sa,Argentina,environmental consulting,www.gmfsa.com.ar,unknown,unknown,unknown,85.8,47.6,unknown,16.0,9.6,3.9,b-corp
goddess garden,United States,personal care products,www.goddessgarden.com,organic and natural personal care products,goddess garden produces organic certified sunscreen products that protect against uv rays without exposing them or the environment to damaging chemicals. we also produce a  line of aromatherapy oils for a retail chain and are developing skincare products.,"at goddess garden, we know everything is connected. if something isn’t good for us, it’s usually not good for the planet either. we’re also realistic. products exist to solve a problem or fill a need, and doing without would cause a void.",89.6,25.1,unknown,10.7,0.3,2.9,b-corp
goldfarb financial,United States,investment advising,goldfarbfinancial.com,"wealth management focusing on succession, legacy,philanthropic, sri.","established in 1988, goldfarb financial has always emphasized capitalism doing good™. we work with families and businesses who seek assistance incorporating charitable intent into their financial plan.",the mission of goldfarb financial is capitalism doing good™. we do not believe that business and social consciousness should be mutually exclusive. it should be the objective of entrepreneurs to create a better world and help their local communities.,129.3,4.3,unknown,4.2,0.0,1.0,b-corp
goldmann & partners srl,Italy,architecture design & planning,www.goldmann.it,math methods/proprietary protocol for analysis and design sustainable buildings,goldmann & partners is a design and strategic consulting company with focus on sustainability and advanced p&c management. it applies the fundamental criteria of bioclimatic passive architecture and biophilia for a technical result that is fully optimal.,"the mission is to bring sustainability culture and real sustainable implementation within the real estate sector in terms of best practices,",126.2,49.3,unknown,13.3,1.1,4.7,b-corp
goldstein hall pllc,United States,legal activities (isic 691),www.goldsteinhall.com,legal,unknown,unknown,101.8,7.4,unknown,7.4,0.7,1.0,b-corp
gone adventurin,Singapore,management  consultant - for-profits,www.goneadventurin.com,"circular economy & waste management - research, strategy, deployments.","ga is an action & advisory firm driving the circular economy in asia – towards a world without waste. we design circular business strategies, implement circular deployments and engage stakeholders though storytelling.","we are on a mission to tackle the fast-growing streams of packaging, food and electronic materials in asia and to help unlock business opportunities from post-consumer waste.  we envision a world without waste.",83.2,9.3,0.0,9.3,1.1,0.7,b-corp
gong communications,United Kingdom,"other professional, scientific & tech",gongcommunications.com,"award-winning communications consultancy, delivering pr, marketing and creative.","our expertise covers private capital (investors working with entrepreneurs to scale businesses in emerging markets), natural capital (agribusiness, sustainable supply chains, food waste and renewable energy) and human capital (diversity and inclusion).","building reputations and relationships to help exceptional clients do extraordinary things for profit, people and planet.",84.3,7.3,unknown,7.3,0.7,0.7,b-corp
good & well,Canada,equity investing - developed markets,goodandwell.ca,investment firm,good & well was created to support for-profit social purpose business in the gta and canada.,unknown,101.3,7.8,unknown,7.8,1.1,1.7,b-corp
good business matters,Australia,"other professional, scientific & tech",goodbusinessmatters.com.au,strategic planning and communications for good businesses,"good business matters' purpose is to catalyse responsible business. we’re strategists as well as doers, and offer a platform called goodsmiths, which guides consumers to buy from sustainable, ethical and responsible businesses, including b corps.","at good business matters we foresee a world powered by responsible business, and we’re using our marketing and branding expertise to help bring this to fruition.",84.1,6.4,unknown,5.7,2.5,1.0,b-corp
good clean love,United States,personal care products (isic 464),www.goodcleanlove.com,personal care,good clean love creates and distributes premium quality organic/natural intimacy products. we are a sexual health company that provides natural sexual wellbeing products and essential educational resources for building healthy loving relationships.,the good clean love mission is  to expand the awareness and experience of love by increasing both the quantity and quality of loving relationships on the planet.,89.9,24.7,unknown,10.5,1.5,3.0,b-corp
"good cloth, llc",United States,apparel,shopgoodcloth.com,"clothing, apparel, and home goods.","workers' rights and the environment are the epicenter of good cloth. we include product journeys for each item—so that consumers can read how products are made, from beginning to end. how our clothing is made shouldn't be a mystery.","good cloth specializes in ethical fashion—products designed with consideration for workers, the planet, and consumers. we only include products that are made with ethically-sourced materials and have a transparent supply chain.",84.4,18.8,unknown,7.7,1.5,3.7,b-corp
good day girl,Australia,apparel,www.gooddaygirl.com.au,"made-to-order daywear for women. zero waste, ethical and beautiful slow fashion.","a made to order women's fashion business based in sydney, good day girl was co-founded in 2013 by former competitors, alexia spalding and sophie toohey, offering women a more personal way of shopping while addressing the issue of waste in fashion.","good day girl exists to make women feel good in what they wear through considered design, style advice and personal service. our mission: reduce waste in the fashion industry through a made to order business model, support local industry & nurture talent.",93.8,8.6,unknown,8.6,3.0,2.6,b-corp
good environmental choice australia (geca),Australia,"other professional, scientific & tech",geca.eco,"we provide a type 1 ecolabel, advisory, thought leadership opportunities & more!","geca is a purpose driven, not for profit with a vision for a sustainable future for people and planet. we empower architects, builders, designers and consumers to have confidence in purchasing environmentally preferable, safer and healthier products.",geca's mission is to create solutions for sustainable consumption and production.,82.3,22.0,unknown,7.6,1.3,0.8,b-corp
good food,Taiwan,not in use,www.mygfood.com,chain restaurants,"we treat our staffs like families, help them out of poverty, give them job opportunity, provide them living skill through training.  with these excellent staffs, we provide good food.",our company mission including 4 facets : taking care for the underserved / serving the communities / provide traceable food material / pursue energy conservation to protect the environment.,99.7,11.3,unknown,7.3,0.0,1.4,b-corp
good for business,United States,advertising & market research (isic 73),goodforbusiness.com,creation of purpose-led communicaitons,"we help businesses and nonprofits unearth, capture and communicate the noble purpose by developing purpose-led brand strategy and message platforms.  we then develop the tools  for them to tell their story in ways that align and fortify their purpose.","devoting our talents and imaginations to the creation of innovative, effective, passionate strategy and communications for enterprises committed to making the world a better place.",80.5,6.4,unknown,5.4,2.5,1.4,b-corp
good for growth gmbh,Germany,food products,www.erdbaer.de,organic toddler snacks,organic fruit and vegetable based snacks for children/toddlers,"helping parents make healthier choices for their children, by

providing healthy, fun and convenient products",94.7,28.9,0.0,28.9,1.5,4.0,b-corp
